"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1552312_a_at",46.4243400624667,1.19510149728114,0.172477142726922,6.92904276118087,4.23697730913395e-12,2.66235149016222e-10
"1552480_s_at",44.2720907426107,-1.26696730154886,0.257850915563283,-4.91356526224128,8.94349435161176e-07,1.24605757077756e-05
"1552660_a_at",78.5729059116761,1.054379943027,0.154012735096253,6.84605686905075,7.59133112665776e-12,4.45279542404888e-10
"1552867_at",47.5744188621848,1.207734243905,0.187403003496852,6.44458317833357,1.15918547842227e-10,4.95397296384211e-09
"1553101_a_at",135.587801264536,1.17633389527182,0.188245380931019,6.2489389617633,4.13250362996592e-10,1.53541082903256e-08
"1553185_at",402.446283511296,-1.58807263745792,0.259108615108349,-6.12898431336931,8.84418446543882e-10,2.93188039910675e-08
"1553186_x_at",292.549527492493,-1.55236297126247,0.259986246460974,-5.97094266482858,2.35886636920653e-09,7.00696897266328e-08
"1553681_a_at",1530.28733396893,1.38246938154077,0.307409846987404,4.49715386507255,6.88691503069033e-06,7.05875436737242e-05
"1553861_at",20.0499787490199,-1.2553038115604,0.243331190914735,-5.15882820793107,2.48500188241988e-07,4.06796038351086e-06
"1553947_at",41.3802799679031,1.2752973212678,0.171100872097884,7.45348229749654,9.0908201246411e-14,9.32126184407968e-12
"1553962_s_at",60.2474441606361,1.03360303351292,0.228756462522104,4.51835555646016,6.23217666137706e-06,6.45520757243809e-05
"1554091_a_at",36.0534411564477,1.106589910332,0.168255332845101,6.57684895700003,4.80522454438526e-11,2.29648964371735e-09
"1554178_a_at",266.618154233078,-1.3296523630231,0.155293587797758,-8.56218458134107,1.1074870396093e-17,3.21950133470599e-15
"1554343_a_at",97.2631301134134,-1.26490953053933,0.23436518094626,-5.39717344288175,6.76989375476592e-08,1.28288516753995e-06
"1554406_a_at",673.934365004872,1.1248886433113,0.154983598639699,7.25811410487638,3.92524377085945e-13,3.38235826430996e-11
"1554413_s_at",26.6213113523882,-1.10472369784031,0.242845092738127,-4.5490880024971,5.38789093463186e-06,5.72644703835883e-05
"1554417_s_at",83.669314623266,1.06831052076818,0.16570771889754,6.44695689419715,1.14118226943946e-10,4.90875378142298e-09
"1554451_s_at",59.1173823620243,1.31869284709541,0.155473199990926,8.48180166853438,2.21733301327251e-17,5.80765619139713e-15
"1554464_a_at",548.892022188803,1.12275667519879,0.174446813715803,6.43609734843258,1.22584429845152e-10,5.22197827234083e-09
"1554569_a_at",178.125235838809,1.10258424130171,0.21395594383815,5.15332372413909,2.55909627900618e-07,4.16861656187374e-06
"1554676_at",985.624532115205,-1.48407375110977,0.319290472791777,-4.64803643570535,3.35109730235003e-06,3.86187735464822e-05
"1554892_a_at",57.6325928993279,-1.90011966773161,0.231605309322034,-8.20412827881077,2.32269998632871e-16,4.65490192714694e-14
"1554948_at",82.338093084082,1.03166959868087,0.171229613391959,6.0250652807309,1.69041380696744e-09,5.29836574046407e-08
"1555058_a_at",69.6740285104973,-1.27383792412986,0.272932848536311,-4.66722100678325,3.05300885829216e-06,3.57997767452397e-05
"1555154_a_at",142.290733432358,1.01178685654699,0.149860482740658,6.75152540578656,1.46298761469678e-11,7.96334863357788e-10
"1555214_a_at",209.067317966915,1.61412143338258,0.182434962324532,8.84765405060478,8.93782115209109e-19,3.28390445496413e-16
"1555247_a_at",200.206256425933,-1.11434222825621,0.144194783321401,-7.72803427827493,1.09219939073949e-14,1.43746481008072e-12
"1555317_at",61.3326347615458,1.85232367097753,0.204396664235036,9.06239677594512,1.27615033984241e-19,5.53430837544115e-17
"1555326_a_at",19.4604981926884,1.50912608505248,0.195368808520573,7.72449858542064,1.12294488061578e-14,1.47061306296088e-12
"1555565_s_at",121.400437921391,1.1000022160605,0.188875866659259,5.82394265353633,5.74753049726397e-09,1.4965075962069e-07
"1555639_a_at",81.6233979680125,1.32237300951404,0.269764598210606,4.90195162110062,9.48892078833028e-07,1.31424036929052e-05
"1555643_s_at",140.336606107935,1.91190727203607,0.291010970207034,6.56988040923639,5.03556887799792e-11,2.3915787988969e-09
"1555745_a_at",29103.6216734663,1.06382915077828,0.414192255385084,2.56844288358123,0.0102156545508296,0.032760931687192
"1555779_a_at",402.001241758363,-1.06942053136504,0.302420909107352,-3.53619904960149,0.00040592871402044,0.00228671079730723
"1555831_s_at",52.5255048127764,1.11262851770432,0.185644144904534,5.99334020621271,2.05574157704958e-09,6.23095973511137e-08
"1555913_at",83.0167745649343,-1.07671684828596,0.155216678331522,-6.93686309912032,4.00901978875185e-12,2.53380118259713e-10
"1556416_s_at",85.8049227947541,-3.41794686620978,0.38413578627149,-8.89775696085269,5.69866372953226e-19,2.15360643287209e-16
"1556451_at",78.4524930872606,-1.944253008822,0.279547409139673,-6.9550027839842,3.52555074623027e-12,2.28031587874757e-10
"1556873_at",20.2071614801604,-1.1268784441767,0.204605487778109,-5.50756705704187,3.63826839726586e-08,7.50754697201802e-07
"1556874_a_at",19.4153480465918,-1.29719897343641,0.271453028395528,-4.77872352761633,1.76411569200214e-06,2.23291466584807e-05
"1557081_at",81.1807872200298,-1.29154457842925,0.207594643883225,-6.22147351333283,4.9250731132354e-10,1.77743160280262e-08
"1557158_s_at",27.8374250626891,-1.12767995915871,0.196746251723819,-5.73164646989911,9.94604082988916e-09,2.4031617369748e-07
"1557222_at",35.9938277280616,-1.06847270889507,0.193086565049717,-5.5336460546592,3.13641578443494e-08,6.62705616305447e-07
"1557285_at",39.2739120159607,-1.41643111200795,0.252298352475558,-5.61411161868434,1.9757465415045e-08,4.40323496284415e-07
"1557539_at",51.4603098455868,-1.24319422654554,0.180849957401042,-6.8741748375904,6.23497010283974e-12,3.78302520872758e-10
"1557553_at",23.0787367003508,-1.00650585454985,0.218564224875279,-4.60508052095079,4.12306295436129e-06,4.57898855561182e-05
"1557555_at",28.3294810304748,-1.06373584446578,0.204942375867927,-5.19041432969087,2.09826647526425e-07,3.49543711187913e-06
"1557811_a_at",139.823671776808,-1.10916106855772,0.224205059255909,-4.94708314004511,7.53338059896466e-07,1.07606938642015e-05
"1557852_at",36.145462658394,-1.51796240774258,0.285426954834258,-5.31821673473003,1.04789201472749e-07,1.89221401758369e-06
"1558002_at",90.6964296739021,-3.26012867770413,0.38760286025795,-8.41100263175178,4.06520605604948e-17,1.04408700006537e-14
"1558173_a_at",46.5722269733022,-1.72215867921449,0.267409074442528,-6.44016543868116,1.19343344946705e-10,5.09211104390345e-09
"1558185_at",42.3045682478122,-1.26840195802584,0.235827133340481,-5.37852426079638,7.5098863586955e-08,1.40499670249597e-06
"1558527_at",23.6937656342405,-1.03681856655272,0.216772228915395,-4.78298614052346,1.7271003820005e-06,2.19025472221674e-05
"1558662_s_at",313.470081633867,-1.3555536608612,0.249919909889353,-5.42395226319241,5.82954565273608e-08,1.13226725915918e-06
"1558678_s_at",15162.584713904,-3.40400252445554,0.278133948068276,-12.2387164461489,1.93061579913804e-34,2.55362551751988e-30
"1558688_at",286.830589748228,-1.31322147846476,0.245329564198118,-5.3528871775285,8.65618248108959e-08,1.59131793853193e-06
"1558702_at",37.9659241739925,-2.04659020813578,0.252769776691276,-8.09665710404695,5.64900098314371e-16,1.05984873764598e-13
"1558739_at",108.313132689779,-1.74193961141752,0.222272674215254,-7.8369489977458,4.6162544011275e-15,6.70980186414433e-13
"1558740_s_at",170.500411764526,-1.77956049844551,0.212955522178171,-8.35648909332641,6.46124039084896e-17,1.56812525962861e-14
"1558747_at",377.673761550354,-3.06454649798803,0.31800998829124,-9.63663598887168,5.59928686536447e-22,4.11454263156532e-19
"1558783_at",462.961340360393,-1.01469448662838,0.131025676565903,-7.74424153511631,9.61540743657861e-15,1.27857621293457e-12
"1558924_s_at",53.84970702322,-1.28001940538453,0.25869591487649,-4.94796914746665,7.49917916258064e-07,1.07234208414545e-05
"1558937_s_at",41.8495853297825,1.28112471618946,0.277062673826345,4.6239527630937,3.76495639444543e-06,4.24182949142501e-05
"1559038_at",204.724627434084,-1.10593127741065,0.123110190490488,-8.98326347318994,2.6285212722776e-19,1.08648283963799e-16
"1559156_at",301.396152986102,1.10139673494974,0.17618286227855,6.251440808178,4.06683234738542e-10,1.51526736503851e-08
"1559347_at",20.9232123379948,1.55309959177663,0.188267376243924,8.2494355780706,1.59144371058975e-16,3.45082392786403e-14
"1559502_s_at",364.719516494513,1.10191243308525,0.193411595502865,5.697240799965,1.21761895654942e-08,2.87340694706141e-07
"1559975_at",129.590331650089,-1.20368648717838,0.203048240266081,-5.92808135446545,3.06494651531608e-09,8.7939365635761e-08
"1560112_at",117.629097512668,1.11948981000984,0.178034208089791,6.28806015440149,3.21457360009608e-10,1.22357309376895e-08
"1560349_at",59.6076378804381,1.39672268566373,0.217198327680014,6.43063277964757,1.27073820253235e-10,5.37857734556653e-09
"1560397_s_at",89.7764135367601,-1.41013557562754,0.249703799041055,-5.64723316602683,1.63050625076135e-08,3.71519486284588e-07
"1560776_at",30.6371244906816,1.06132136683124,0.192104578316198,5.52470626225439,3.30037303642378e-08,6.91440136743714e-07
"1561166_a_at",307.384657177927,-1.15136235627204,0.272977389714421,-4.217793852731,2.46704204993521e-05,0.000212514263721869
"1561923_a_at",21.0716341005462,-1.10819113781599,0.179560487581582,-6.1716870606764,6.75651303504984e-10,2.32125708869102e-08
"1562255_at",120.431992947874,-1.75897399146761,0.32453260442322,-5.42002241837542,5.95915621006159e-08,1.15405211113448e-06
"1562442_a_at",36.8236772994689,-1.20354310827164,0.240701015439915,-5.00015800129468,5.72833522070546e-07,8.48043502984406e-06
"1562957_at",30.0572941560828,-1.09371773262216,0.218922799341993,-4.9959060267341,5.85601735297557e-07,8.63517742784926e-06
"1563321_s_at",148.584692484627,-1.52974519636598,0.192789232566137,-7.93480619225557,2.10824280251788e-15,3.33960808968911e-13
"1563455_at",74.9146197328421,-1.01328159811565,0.215583637215524,-4.70017859983803,2.59934056305419e-06,3.11708772688285e-05
"1563468_at",31.1299777572746,1.73969410841311,0.219866535424208,7.91250066799189,2.52269516692008e-15,3.92561046739434e-13
"1563674_at",132.269445211973,-1.70772011216275,0.287579252498254,-5.93825909667498,2.88064541451895e-09,8.35576686356188e-08
"1564378_a_at",18.9565348034872,-2.15616828842552,0.366552011135108,-5.88229834491557,4.04608155233072e-09,1.12009201104205e-07
"1565823_at",115.556688312943,-1.59520462031216,0.168148929475735,-9.48685564211314,2.38108263810727e-21,1.43157182064749e-18
"1565852_at",53.2974169522922,-1.03409195530941,0.254324377641928,-4.06603552871107,4.78196488075706e-05,0.000374377327480164
"1565913_at",177.525111880047,-1.00009975682063,0.231700168824587,-4.316353164066,1.58628116217517e-05,0.000146163294546088
"1565915_at",54.1566292834831,-1.14631720776045,0.234729108482024,-4.88357500769119,1.0417949333434e-06,1.41775687378903e-05
"1566428_at",52.8984307059423,-1.81852562866656,0.283339438989967,-6.41818744029824,1.37906396873731e-10,5.77243009952163e-09
"1566518_at",49.180706956375,-1.15406964696032,0.135020680284691,-8.54735470541968,1.25941683773178e-17,3.50701189740594e-15
"1566880_at",40.9438637641573,-1.65506625956742,0.205322407677807,-8.06081653866321,7.57864977360722e-16,1.35463243993923e-13
"1566901_at",30.8593664658513,-1.26027911543112,0.168530142337094,-7.47806355560013,7.54257215317598e-14,7.85555920236682e-12
"1567045_at",62.5850632992295,-1.01971792603586,0.250576309441139,-4.06949056082012,4.71160483983323e-05,0.000369963770949683
"1568618_a_at",323.815433287219,-1.25480536830148,0.193579066705009,-6.48213357807768,9.04345169953979e-11,4.02076422285085e-09
"1568627_at",28.602061152105,-1.48367645360388,0.233804343707032,-6.34580363255783,2.21267323766858e-10,8.76258350737793e-09
"1568665_at",37.5397926851823,-1.34181068497323,0.241769019831792,-5.54996949529257,2.85719447951598e-08,6.12017998065714e-07
"1569302_at",43.4864184383343,-1.6256090333239,0.229954998967344,-7.0692485078559,1.55774967630438e-12,1.12592103652886e-10
"1569311_at",49.8985677053189,1.03877019071969,0.166414800298214,6.24205412534355,4.3186144820293e-10,1.60006481103086e-08
"1569385_s_at",26.8310524933509,-1.05496761164639,0.22802534323871,-4.6265366676457,3.71831062728621e-06,4.20000808429673e-05
"1569599_at",131.944739867668,-3.80010075877344,0.410922008730034,-9.24774209713849,2.29284787412989e-20,1.15342371741448e-17
"1569607_s_at",76.742325558418,-1.07415888994791,0.385785316246996,-2.7843436354643,0.00536361754932642,0.0194489586252342
"200604_s_at",582.378561293514,1.50753400271718,0.210196607759764,7.1720187056499,7.38998414400389e-13,5.81829287337735e-11
"200641_s_at",1482.03485293369,1.03780403619806,0.154253307261966,6.72792081167877,1.72104534671054e-11,9.1606707448452e-10
"200730_s_at",97.72114201457,1.22757118866501,0.267765044251419,4.58450875130803,4.55055029300249e-06,4.98882127853658e-05
"200769_s_at",92.8702527585318,1.65222038424005,0.216506294230936,7.6312810678738,2.32432300826321e-14,2.82053398443096e-12
"200842_s_at",431.253827101753,-1.03565482473993,0.159703819594021,-6.48484693335855,8.88219132520956e-11,3.95571530836858e-09
"200947_s_at",837.652425423995,1.22806767281549,0.140227996820273,8.75764968952292,1.99363626188985e-18,6.67590552810559e-16
"200986_at",79.1926237241755,-1.21218782191085,0.463512636607067,-2.61522065673144,0.008916982792263,0.0292925416458195
"201005_at",327.15755121715,1.00299415219438,0.306459791872829,3.27284093637507,0.0010647237771848,0.00512765388706478
"201011_at",602.669961715039,1.062158468127,0.110788499739268,9.58726285333498,9.04527355098363e-22,6.13547862865951e-19
"201048_x_at",45.9739872143578,1.02645279323179,0.164904318149832,6.22453556552202,4.82984579012485e-10,1.75265762046588e-08
"201123_s_at",623.641390805148,2.14186790989772,0.549948377214107,3.89467084301231,9.83321664863895e-05,0.000692013602615309
"201211_s_at",225.47396204269,1.39825196412484,0.170757750267182,8.18851245074973,2.6447457694288e-16,5.26045899131349e-14
"201291_s_at",24.2003459156906,-1.20328447778169,0.232011965269797,-5.18630354422642,2.14509078184488e-07,3.56429279075717e-06
"201538_s_at",37.1721436522755,1.33922567465627,0.189868750233893,7.05342860795432,1.74562090187782e-12,1.25145407420802e-10
"201551_s_at",144.608563047243,1.63420130815009,0.2318233019581,7.0493401411626,1.79768225705858e-12,1.28529422778994e-10
"201602_s_at",441.485866362115,-1.18598168575609,0.205685258664577,-5.76600235454955,8.11739254912809e-09,2.01631457741441e-07
"201693_s_at",21.0558695059997,-1.96632856515565,0.30785142316664,-6.38726482057311,1.68879041163402e-10,6.86255937778284e-09
"201694_s_at",120.21785286211,-1.35681630122714,0.390923482632792,-3.47079764072818,0.000518914894690922,0.0027935235295388
"201730_s_at",605.549323520743,-1.0106834809551,0.203222755355786,-4.97327909557014,6.58297794552076e-07,9.56846695443989e-06
"201747_s_at",49.1284101112288,1.17613452742542,0.14775684106956,7.95993281198886,1.72132723701846e-15,2.77658480049306e-13
"201867_s_at",143.54455750267,-2.47552747488371,0.325643882958978,-7.60194680271504,2.91708653359936e-14,3.42971587377055e-12
"201996_s_at",191.515279053738,-1.73202395470726,0.298980401455088,-5.7931019768446,6.90981217271775e-09,1.74920738006771e-07
"202018_s_at",128.803460083189,-3.8752110815563,0.398071102349556,-9.73497211599495,2.13876345229019e-22,1.71451055657226e-19
"202070_s_at",93.5051298299182,1.05490214170053,0.128418957555054,8.21453593600683,2.12986308758822e-16,4.3888372634341e-14
"202124_s_at",309.209746588477,-1.53924045538582,0.232745118282446,-6.61341671414945,3.75549329732478e-11,1.8363737465329e-09
"202203_s_at",64.0152749967027,1.84214761386792,0.46559012414384,3.95658653038527,7.60283564934994e-05,0.000554675715024554
"202223_at",91.5230706959605,1.49075386064153,0.1410621276572,10.5680658969235,4.19047514759951e-26,7.8412438182674e-23
"202236_s_at",67.7286007294862,1.13249394253941,0.128724873981897,8.79778637576044,1.39541352206462e-18,4.79406094970097e-16
"202379_s_at",1013.82118510808,-1.09315196035041,0.193678205805906,-5.6441660836424,1.659837870672e-08,3.77877375479838e-07
"202397_at",257.429226871689,1.03650215620826,0.184937930301283,5.60459476603686,2.08742757879319e-08,4.62873505191912e-07
"202411_at",131.099619229081,-4.32101451573071,0.833176192584354,-5.18619537402737,2.14633643897943e-07,3.56429279075717e-06
"202412_s_at",492.388622667559,-1.75056743480913,0.1928540020022,-9.07716415855946,1.11440458590747e-19,4.99668795179596e-17
"202480_s_at",53.5109749462962,1.23559351222321,0.203980579717847,6.05740759209687,1.38332760370909e-09,4.40898173837592e-08
"202581_at",97.4328357900833,1.8706823773844,0.18318335986111,10.212075915644,1.75078350705991e-24,2.31576134478815e-21
"202638_s_at",49.475816006115,1.28969607542729,0.227385943437766,5.67183729974174,1.41274116846278e-08,3.28406457561637e-07
"202732_at",112.05786917956,-1.10551329150846,0.255040296982606,-4.33466124603775,1.45984750202488e-05,0.000136221537278893
"202760_s_at",176.399701157867,-1.2515881055649,0.208135218157497,-6.01334131073297,1.81737831115803e-09,5.61646329945965e-08
"202859_x_at",165.719875050351,-2.14379355425814,0.479168876550307,-4.4739833056187,7.67757388554127e-06,7.76385854618152e-05
"203109_at",107.807133828808,1.13623144379145,0.201964532370767,5.62589594546015,1.84547572239534e-08,4.13380311263729e-07
"203153_at",548.21031678076,-1.79166845897875,0.523128065258128,-3.42491366448613,0.000614994818962223,0.00322223666881098
"203233_at",489.681657484067,-1.04745406576709,0.186289473470686,-5.62272277790249,1.87970922125895e-08,4.20692282057397e-07
"203311_s_at",237.550682549988,1.91188743537857,0.256273350177427,7.46034433176489,8.62966571628809e-14,8.91754597104239e-12
"203676_at",241.620012464394,1.10762415299506,0.159138986040409,6.96010563190223,3.40017694071183e-12,2.20461472523507e-10
"203923_s_at",2026.08678815311,1.38164193098296,0.175999959884257,7.85024003352943,4.15241757916336e-15,6.13676282900489e-13
"203939_at",79.8069824799566,-1.37037396007615,0.220133743381407,-6.22518810167974,4.80978596437331e-10,1.75006551726867e-08
"203958_s_at",42.0570927070766,-1.08902220169198,0.212132297923808,-5.13369351273007,2.84110621336271e-07,4.56613753148828e-06
"204004_at",39.8711734691437,-1.2264950178456,0.208508594931791,-5.88222762829905,4.04781115353518e-09,1.12009201104205e-07
"204018_x_at",26977.417781952,-2.06070889545725,0.224010781868128,-9.19915049745397,3.60790691682181e-20,1.70434945674293e-17
"204113_at",31.7584179009878,-1.4810648283408,0.205037141466029,-7.22339775979652,5.07044239246781e-13,4.16563611957588e-11
"204270_at",39.8966215654669,-1.1843573476699,0.188860222607347,-6.27107885037423,3.58554972825067e-10,1.34565990408975e-08
"204415_at",181.343375243582,1.0499192619452,0.367659046389656,2.85568727943786,0.00429437878443067,0.0161834048528436
"204419_x_at",549.179566884667,-3.91924664723811,0.526806679273506,-7.43962975686442,1.00967881796418e-13,1.03127580889669e-11
"204439_at",806.205876325576,-1.44738751030566,0.598635221556226,-2.41781214700832,0.0156141353639647,0.0462158988299448
"204466_s_at",577.932323962461,-1.0966851883486,0.242820380592214,-4.51644621293278,6.28860809047059e-06,6.50460061181095e-05
"204467_s_at",234.293314155548,-1.54333818118834,0.238418366503458,-6.47323527890187,9.5926404432491e-11,4.22939517142853e-09
"204505_s_at",197.401284287467,-1.19861410326003,0.321699644833185,-3.72587947332539,0.000194635395931499,0.00123652371853311
"204560_at",190.47637448447,1.12464486418533,0.208526529587293,5.39329392001668,6.91776559479715e-08,1.30622820160431e-06
"204581_at",133.552727129799,-1.85311414176963,0.295493611119408,-6.27124943496933,3.58162308146995e-10,1.34565990408975e-08
"204621_s_at",105.183754097108,-1.816436839888,0.305872426093697,-5.93854393181416,2.87564598603429e-09,8.35042139566971e-08
"204626_s_at",70.6349527860419,1.05273994795792,0.248858873345618,4.23026888213812,2.33412146752914e-05,0.000203449256349311
"204627_s_at",388.191746558238,1.45620404005324,0.380434808512276,3.82773607322594,0.000129327322799928,0.000874769879148374
"204713_s_at",127.899551296498,-1.93381607609359,0.292178600798849,-6.61860954500541,3.62593164419859e-11,1.78564652376968e-09
"204794_at",138.687496941971,-1.07601474815359,0.238796365090093,-4.50599299427208,6.60632669127282e-06,6.79221788927054e-05
"204808_s_at",176.607650475776,-1.19586146131466,0.17064585778861,-7.00785519679034,2.41999066631442e-12,1.61255498958896e-10
"204848_x_at",567.055399977519,-3.88180037541869,0.504960834607182,-7.68732960931199,1.50237729963626e-14,1.8835966390795e-12
"205033_s_at",2173.50756614866,-2.44520533408871,0.619509865608944,-3.94699982975284,7.91366131743082e-05,0.000574341980054803
"205049_s_at",528.620726877081,-1.41734511048974,0.355790638138826,-3.98364925480897,6.78650148262007e-05,0.000503449551938394
"205170_at",42.2236728481007,1.58268437069565,0.149839811449669,10.5625090914324,4.44615775587854e-26,7.8412438182674e-23
"205249_at",59.6615675674598,-1.73589277425547,0.465826294944725,-3.7264808644206,0.000194171806062312,0.0012347541880863
"205297_s_at",220.606955017774,-1.08413031770739,0.225233334614433,-4.81336530209111,1.48409644500305e-06,1.92806060642837e-05
"205321_at",601.948442884673,1.71613767463694,0.250160410976546,6.86014892579404,6.87887973316495e-12,4.09851091128706e-10
"205446_s_at",71.6841884635199,1.10503058800204,0.13195617404441,8.37422421500443,5.55888356305692e-17,1.38730854506706e-14
"205466_s_at",34.5553749729291,-1.69829280448134,0.279551245517752,-6.07506792300623,1.23935251019795e-09,3.98369760689872e-08
"205511_at",92.6126837980798,-1.3395122487749,0.263555955663156,-5.08245865817919,3.72580420041244e-07,5.80120213759333e-06
"205513_at",44.1283538901967,-2.14716571561896,0.28055055328058,-7.65340039615451,1.95733257099991e-14,2.41672778731487e-12
"205544_s_at",69.0848773427471,-1.42288949332387,0.242224801539308,-5.87425186967476,4.24757160653739e-09,1.16836508139055e-07
"205592_at",235.493374187953,-3.59972409141602,0.456352090109729,-7.88804120640813,3.06966416412326e-15,4.66694803435153e-13
"205624_at",36.1984531598958,-2.75232419642566,0.255645823276813,-10.7661614070082,4.97305167612391e-27,1.21751127784377e-23
"205655_at",60.6768523316785,1.65510647313325,0.190503175769053,8.68807811970407,3.68622286395974e-18,1.17488361015893e-15
"205671_s_at",122.688748161746,-1.54235326899726,0.249457280561686,-6.18283525549725,6.29604111844443e-10,2.19110152358759e-08
"205746_s_at",44.3797184825514,1.25911599757696,0.190902991999674,6.59558021793141,4.23595920189708e-11,2.04485519574791e-09
"205801_s_at",71.3573852284261,-1.19749363544086,0.197824382579208,-6.0533166833537,1.41893527776541e-09,4.5116002209142e-08
"205809_s_at",29.9273908434423,-1.01774815956887,0.238317278575257,-4.27055967428511,1.94983039046922e-05,0.000174559252165016
"205900_at",51.8642550369359,-1.78312526754615,0.404833990939954,-4.40458387253018,1.05987129498238e-05,0.000103460646632708
"205950_s_at",82.9869474001404,-2.11463329366817,0.260143004370647,-8.12873403528192,4.33796929727695e-16,8.25587336619888e-14
"206114_at",27.3419325683782,-1.1490719092058,0.260481829748394,-4.41133230028259,1.02736507709944e-05,0.000100510043452621
"206184_at",51.9735998435777,1.3270852555174,0.181956558379035,7.29341809572447,3.02188456895882e-13,2.74711114732772e-11
"206207_at",481.282997495287,-2.65804377056609,0.411015756494208,-6.46701185676698,9.99598091939276e-11,4.37804104704662e-09
